2019-06-05 20:10:50.156435, 4e-11, 20, 26, 36, 66, 108, 115, 165, 200
2019-06-05 20:10:55.159526, 3e-11, 17, 26, 36, 70, 105, 120, 169, 202
2019-06-05 20:11:00.160307, 3e-11, 17, 27, 38, 68, 108, 120, 159, 202
2019-06-05 20:11:05.161700, 3e-11, 16, 26, 38, 63, 108, 117, 159, 200
2019-06-05 20:11:10.162685, 6e-11, 20, 27, 37, 70, 102, 116, 165, 201
2019-06-05 20:11:15.164242, 4e-11, 16, 27, 38, 62, 104, 118, 163, 201
2019-06-05 20:11:20.164776, 4.9999999999999995e-11, 19, 25, 37, 63, 102, 115, 155, 202
2019-06-05 20:11:25.166671, 4e-11, 20, 30, 39, 63, 105, 120, 163, 200
2019-06-05 20:11:30.171448, 4.9999999999999995e-11, 18, 27, 37, 67, 104, 119, 161, 201
2019-06-05 20:11:35.171729, 3e-11, 20, 30, 36, 67, 104, 119, 169, 200
2019-06-05 20:11:40.172475, 3e-11, 16, 28, 36, 60, 108, 118, 164, 200
2019-06-05 20:11:45.173699, 4.9999999999999995e-11, 16, 27, 36, 60, 108, 120, 168, 201
2019-06-05 20:11:50.173796, 4e-11, 16, 26, 38, 63, 109, 117, 155, 200
2019-06-05 20:11:55.174382, 4.9999999999999995e-11, 18, 26, 39, 68, 100, 116, 158, 200
2019-06-05 20:12:00.175176, 3e-11, 16, 26, 37, 60, 108, 116, 167, 202
2019-06-05 20:12:05.175701, 4.9999999999999995e-11, 17, 28, 35, 61, 105, 120, 162, 202
2019-06-05 20:12:10.175765, 4.9999999999999995e-11, 19, 29, 40, 63, 100, 119, 163, 200
2019-06-05 20:12:15.176015, 6e-11, 19, 27, 36, 62, 110, 120, 164, 202
2019-06-05 20:12:20.176861, 4.9999999999999995e-11, 16, 28, 38, 62, 110, 116, 157, 200
2019-06-05 20:12:25.177562, 4e-11, 15, 29, 40, 67, 102, 115, 159, 201
2019-06-05 20:12:30.178754, 4e-11, 15, 29, 39, 63, 109, 117, 164, 201
2019-06-05 22:09:50.723457, 4e-11, 16, 25, 38, 61, 103, 120, 158, 201
2019-06-05 22:09:55.723754, 3e-11, 17, 26, 40, 63, 109, 119, 159, 201
2019-06-05 22:10:00.724077, 4.9999999999999995e-11, 18, 25, 35, 64, 103, 115, 163, 202
2019-06-05 22:10:05.724250, 4.9999999999999995e-11, 20, 28, 36, 60, 106, 119, 158, 201
2019-06-05 22:10:10.724750, 6e-11, 16, 27, 35, 60, 103, 115, 161, 201
2019-06-05 22:10:15.725702, 4.9999999999999995e-11, 19, 25, 40, 70, 102, 119, 160, 202
2019-06-05 22:10:20.727603, 6e-11, 16, 29, 36, 67, 105, 117, 163, 201
2019-06-05 22:10:25.727852, 4e-11, 20, 27, 38, 69, 106, 118, 162, 200
2019-06-05 22:10:30.728509, 4e-11, 15, 25, 39, 64, 105, 118, 163, 201
2019-06-05 22:10:35.730451, 4e-11, 18, 26, 37, 70, 102, 117, 158, 201
2019-06-05 22:23:10.030861, 4.9999999999999995e-11, 15, 27, 35, 64, 104, 116, 156, 200
2019-06-05 22:23:15.032115, 3e-11, 18, 26, 38, 62, 100, 120, 161, 201
2019-06-05 22:23:20.033069, 3e-11, 16, 26, 37, 66, 106, 117, 167, 201
2019-06-05 22:23:25.033754, 6e-11, 16, 26, 35, 68, 108, 119, 169, 200
2019-06-05 22:23:30.034735, 4.9999999999999995e-11, 15, 25, 38, 68, 103, 116, 165, 202
2019-06-05 22:23:35.035152, 4e-11, 17, 25, 40, 66, 109, 117, 169, 202
2019-06-05 22:23:40.036048, 6e-11, 20, 28, 39, 63, 106, 116, 159, 201
2019-06-05 22:23:45.037694, 6e-11, 20, 25, 39, 62, 101, 120, 158, 202
2019-06-05 22:23:50.038503, 4e-11, 16, 28, 37, 66, 101, 116, 163, 202
2019-06-05 22:23:55.038563, 6e-11, 17, 30, 35, 66, 104, 119, 158, 201
2019-06-05 22:24:00.045378, 4e-11, 18, 25, 39, 61, 100, 116, 167, 200
2019-06-05 22:24:05.046754, 4e-11, 18, 25, 37, 67, 107, 118, 158, 200
2019-06-05 22:24:10.046782, 3e-11, 15, 25, 37, 68, 100, 118, 170, 200
2019-06-05 22:24:15.047524, 3e-11, 15, 25, 37, 68, 102, 116, 165, 202
2019-06-05 22:24:20.047579, 3e-11, 18, 26, 37, 62, 106, 116, 161, 201
2019-06-05 22:24:25.048526, 6e-11, 20, 26, 38, 67, 106, 115, 170, 201
2019-06-05 22:24:30.049410, 4e-11, 19, 26, 35, 68, 101, 116, 159, 200
2019-06-05 22:24:35.049427, 4.9999999999999995e-11, 18, 25, 40, 65, 107, 116, 170, 202
2019-06-05 22:24:40.049673, 4.9999999999999995e-11, 15, 27, 37, 63, 109, 115, 156, 202
2019-06-05 22:24:45.049735, 3e-11, 15, 29, 37, 70, 103, 116, 167, 201
2019-06-05 22:24:50.049798, 3e-11, 16, 25, 39, 67, 109, 120, 163, 201
2019-06-05 22:24:55.049870, 3e-11, 16, 28, 36, 64, 109, 117, 169, 202
2019-06-05 22:25:00.050287, 4.9999999999999995e-11, 19, 28, 38, 62, 103, 117, 170, 202
2019-06-05 22:25:05.051352, 4.9999999999999995e-11, 15, 28, 38, 67, 100, 119, 169, 201
2019-06-05 22:25:10.051415, 4.9999999999999995e-11, 19, 30, 39, 66, 109, 119, 164, 200
2019-06-05 22:25:15.051738, 3e-11, 15, 25, 37, 65, 106, 119, 162, 200
2019-06-05 22:25:20.053579, 4e-11, 20, 29, 38, 69, 103, 118, 164, 200
2019-06-05 22:25:25.054816, 4e-11, 16, 27, 39, 63, 102, 116, 156, 201
2019-06-05 22:25:30.055751, 6e-11, 19, 25, 37, 66, 105, 115, 159, 200
2019-06-05 22:25:35.056693, 6e-11, 19, 30, 36, 62, 106, 115, 166, 202
2019-06-05 22:25:40.056761, 4.9999999999999995e-11, 18, 30, 38, 63, 107, 120, 156, 200
2019-06-05 22:25:45.057647, 3e-11, 18, 30, 39, 64, 101, 116, 164, 200
2019-06-05 22:25:50.057724, 6e-11, 16, 25, 38, 62, 103, 119, 165, 200
2019-06-05 22:25:55.057880, 4.9999999999999995e-11, 16, 28, 39, 61, 100, 119, 155, 200
2019-06-05 22:26:00.057940, 4e-11, 19, 29, 38, 70, 107, 119, 156, 201
2019-06-05 22:26:05.058847, 3e-11, 18, 26, 35, 65, 104, 118, 161, 202
2019-06-05 22:26:10.059875, 6e-11, 15, 25, 40, 70, 100, 117, 166, 202
2019-06-05 22:26:15.060459, 6e-11, 16, 25, 40, 70, 100, 118, 165, 200
2019-06-05 22:26:20.061434, 6e-11, 19, 27, 36, 67, 108, 119, 157, 200
